Num;Nombre Producto;Categoría;Precio;Descripción y Especificaciones;Disponibilidad;Garantía;Políticas de Devolución;Enlace Web;ID Producto;SKU;EAN;Marca;Categoría Normalizada;Subcategoría;Tipo Producto;Es Producto Principal;Precio USD;Fuente;Fecha Consulta;Texto Búsqueda;Calidad Dato
596;"Cooler con dispensador de 18 lts con tapa roscable; fabricado en polipropileno resistente a impactos. - TRUPER";HOGAR;61,59;"Cooler con dispensador de 18 lts con tapa roscable; fabricado en polipropileno resistente a impactos. Termo de 18 L (4.7 gal) que mantiene las bebidas calientes hasta 80° C o frías hasta por 30 h. Cuenta con llave dispensadora para servir líquidos sin derramarlos. Cuenta con una manija de cómodo agarre para fácil transportación. Medidas del producto (Alt+Anch+Prof): x x cm TRUPER
Especificaciones: Tipo de embalaje: Granel; Resistencia UV: Si; Superficies de aplicacion: Multisuperficie - Esparcimiento; Lugar de uso: Interior - Exterior; Diseño / Estilo: Cooler Redondo; Resistencia Al Agua: Si; Pais de Origen: China; Volumen / Contenido: 18 lts; Numero de piezas: 2";Disponible en línea;Si;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/cooler-redondo-de-18-lt-con-agarradera-y-grifo/p;3051;3456;7506240635086;TRUPER;HOGAR;COOLERS Y HIELERAS;Coolers Y Hieleras;Sí;61.59;API pública Kywi;2026-07-12;cooler con dispensador de 18 lts con tapa roscable fabricado en polipropileno resistente a impactos truper truper hogar hogar coolers y hieleras coolers y hieleras cooler con dispensador de 18 lts con tapa roscable fabricado en polipropileno resistente a impactos termo de 18 l 4 7 gal que mantiene las bebidas calientes hasta 80 c o frias hasta por 30 h cuenta con llave dispensadora para servir liquidos sin derramarlos cuenta con una manija de comodo agarre para facil transportacion medidas del producto alt anch prof x x cm truper especificaciones tipo de embalaje granel resistencia uv si superficies de aplicacion multisuperficie esparcimiento lugar de uso interior exterior diseno estilo cooler redondo resistencia al agua si pais de origen china volumen contenido 18 lts numero de piezas 2 camping hobby domestico institucional polipropileno naranja;Completo
597;"Cooler de plástico rígido de 45 lts con diseño ""FEF"" de alta resistencia + asas de transporte - LA TRI";HOGAR;53,95;"Cooler de plástico rígido de 45 lts con diseño ""FEF"" de alta resistencia + asas de transporte. Mantén tus bebidas y alimentos siempre frescos con este práctico cooler de 45 litros con exclusivo diseño de la “Federación Ecuatoriana de Fútbol”, ideal para reuniones, viajes, partidos y actividades al aire libre. Cuenta con reposa vasos en la tapa para mayor comodidad y 2 resistentes mangos laterales que facilitan su transporte, combinando gran capacidad, funcionalidad y estilo para acompañarte en cualquier ocasión. Ⓘ Imágenes referenciales. Medidas del producto (Alt+Anch+Prof): 41 x 58 x 38 cm LA TRI
Especificaciones: Tipo de embalaje: Granel; Referencia del Producto: FC006; Resistencia UV: SI; Superficies de aplicacion: Multisuperficie; Lugar de uso: Interior - Exterior; Diseño / Estilo: FEF; Resistencia Al Agua: SI; Pais de Origen: China; Volumen / Contenido: 45 lts; Cuenta Con Ruedas: No; Numero de piezas: 1";Disponible en línea;SI;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/cooler-fef-45l-58x38x41cm/p;87321;86838;197639396557;LA TRI;HOGAR;COOLERS Y HIELERAS;Coolers Y Hieleras;Sí;53.95;API pública Kywi;2026-07-12;cooler de plastico rigido de 45 lts con diseno fef de alta resistencia asas de transporte la tri la tri hogar hogar coolers y hieleras coolers y hieleras cooler de plastico rigido de 45 lts con diseno fef de alta resistencia asas de transporte manten tus bebidas y alimentos siempre frescos con este practico cooler de 45 litros con exclusivo diseno de la federacion ecuatoriana de futbol ideal para reuniones viajes partidos y actividades al aire libre cuenta con reposa vasos en la tapa para mayor comodidad y 2 resistentes mangos laterales que facilitan su transporte combinando gran capacidad funcionalidad y estilo para acompanarte en cualquier ocasion imagenes referenciales medidas del producto alt anch prof 41 x 58 x 38 cm la tri especificaciones tipo de embalaje granel referencia del producto fc006 resistencia uv si superficies de aplicacion multisuperficie lugar de uso interior exterior diseno estilo fef resistencia al agua si pais de origen china volumen contenido 45 lts cuenta con ruedas no numero de piezas 1 deportes aire libre hobby polipropileno amarillo azul;Completo
598;Corral para mascotas de estructura plástica con 1 puerta tipo vaivén. - K HOME;HOGAR;79,95;"Corral para mascotas de estructura plástica con 1 puerta tipo vaivén. Estructura plástica hexagonal de gran resistencia y rigidez. Perfecto para perros y gatos cachorros. Medidas del producto (Alt+Anch+Prof): 66 x 170 x 88 cm K HOME
Especificaciones: Tipo de embalaje: Caja; Resistencia UV: Si; Diseño / Estilo: Hexagonal; Pais de Origen: China; Numero de piezas: 2";Disponible en línea;Si;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/corral-para-mascotas-de-estructura-plastica-con-1-puerta-tipo-vaiven-para-ingreso-y-salida-de-mascotas-k-home/p;24966;25560;10197639027076;K HOME;HOGAR;MENAJE PARA MASCOTAS;Menaje Para Mascotas;Sí;79.95;API pública Kywi;2026-07-12;corral para mascotas de estructura plastica con 1 puerta tipo vaiven k home k home hogar hogar menaje para mascotas menaje para mascotas corral para mascotas de estructura plastica con 1 puerta tipo vaiven estructura plastica hexagonal de gran resistencia y rigidez perfecto para perros y gatos cachorros medidas del producto alt anch prof 66 x 170 x 88 cm k home especificaciones tipo de embalaje caja resistencia uv si diseno estilo hexagonal pais de origen china numero de piezas 2 interior exterior plastico cafe;Completo
599;Correa para perro con mango antidesizante, con varios colores - DUKE'S;HOGAR;9,95;"Correa para perro con mango antidesizante, con varios colores. Dale a cada paseo con tu mascota un toque de estilo, seguridad y comodidad con esta resistente correa para perro de 47 pulgadas, diseñada para el uso diario y aventuras activas. Su asa ergonómica con agarre acolchado y antideslizante brinda máximo control incluso con perros que tiran, mientras que su correa de 1 pulgada de ancho asegura durabilidad y confort. Su diseño vibrante con estampados de paz, corazones y huellas añade personalidad a cada salida, y su clip metálico de alta resistencia garantiza una sujeción firme al collar. Ideal para paseos en el parque o en la ciudad, es la combinación perfecta de funcionalidad y estilo para dueños exigentes. Ⓘ Imágenes referenciales. Medidas del producto (Alt+Anch+Prof): 13 x 119,3 x 1,5 cm DUKE'S
Especificaciones: Tipo de embalaje: Tarjeta de cartón; Referencia del Producto: 0000000 CB361; Superficies de aplicacion: Mascotas; Diseño / Estilo: Pet chew tire; Pais de Origen: China; Numero de piezas: 1";Disponible en línea;SI;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/correa-para-perro-con-mango-antidesizante-con-varios-colores-duke-s/p;88003;87521;731015321261;DUKES;HOGAR;ARNESES Y CORREAS PARA MASCOTAS;Arneses Y Correas Para Mascotas;Sí;9.95;API pública Kywi;2026-07-12;correa para perro con mango antidesizante con varios colores duke s dukes hogar hogar arneses y correas para mascotas arneses y correas para mascotas correa para perro con mango antidesizante con varios colores dale a cada paseo con tu mascota un toque de estilo seguridad y comodidad con esta resistente correa para perro de 47 pulgadas disenada para el uso diario y aventuras activas su asa ergonomica con agarre acolchado y antideslizante brinda maximo control incluso con perros que tiran mientras que su correa de 1 pulgada de ancho asegura durabilidad y confort su diseno vibrante con estampados de paz corazones y huellas anade personalidad a cada salida y su clip metalico de alta resistencia garantiza una sujecion firme al collar ideal para paseos en el parque o en la ciudad es la combinacion perfecta de funcionalidad y estilo para duenos exigentes imagenes referenciales medidas del producto alt anch prof 13 x 119 3 x 1 5 cm duke s especificaciones tipo de embalaje tarjeta de carton referencia del producto 0000000 cb361 superficies de aplicacion mascotas diseno estilo pet chew tire pais de origen china numero de piezas 1 exterior nylon silicona negro varios colores;Completo
600;Cortina enrollable con tejido BlackOut color chocolate 1,40x1,60m (ancho x alto) - EUROCORT;HOGAR;33,42;"Cortina enrollable con tejido BlackOut color chocolate 1,40x1,60m (ancho x alto) Consigue privacidad total sin visibilidad a tus ambientes y bloquea el paso de luz con Tejido Black Out, gracias a la densidad en la composición del tejido y su sistema de cortina enrollable que permite al tejido enrollarse y desenrollarse verticalmente, brinda un acabado sobrio y elegante a tus espacios. Todo incluido, Fácil Instalación. Medidas del producto (Alt+Anch+Prof): 140 x 5,7 x 5,7 cm EUROCORT
Especificaciones: Tipo de embalaje: Caja; Superficies de aplicacion: Techo / pared; Lugar de uso: Interior; Incluye: Soportes - Tacos y Tornillos - tensor de cadena; Mecanismo De Accionamiento: Manual; Venta por metro: No; Sistema De Colgado / Fijacion: Tornillos/soportes; Diseño / Estilo: Moderna; Pais de Origen: Ecuador; Dificultad De Armado: NO; Volumen / Contenido: 1 Unidad; Forma Del Producto: Tubo; Numero de piezas: 1";Disponible en línea;Si;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/cort-black-out-chocola-1-40x1-60-rol/p;28758;28274;7862103775666;EUROCORT;HOGAR;CORTINAS Y ACCESORIOS;Cortinas Y Accesorios;No;33.42;API pública Kywi;2026-07-12;cortina enrollable con tejido blackout color chocolate 1 40x1 60m ancho x alto eurocort eurocort hogar hogar cortinas y accesorios cortinas y accesorios cortina enrollable con tejido blackout color chocolate 1 40x1 60m ancho x alto consigue privacidad total sin visibilidad a tus ambientes y bloquea el paso de luz con tejido black out gracias a la densidad en la composicion del tejido y su sistema de cortina enrollable que permite al tejido enrollarse y desenrollarse verticalmente brinda un acabado sobrio y elegante a tus espacios todo incluido facil instalacion medidas del producto alt anch prof 140 x 5 7 x 5 7 cm eurocort especificaciones tipo de embalaje caja superficies de aplicacion techo pared lugar de uso interior incluye soportes tacos y tornillos tensor de cadena mecanismo de accionamiento manual venta por metro no sistema de colgado fijacion tornillos soportes diseno estilo moderna pais de origen ecuador dificultad de armado no volumen contenido 1 unidad forma del producto tubo numero de piezas 1 hogar tela plastico aluminio chocolate;Completo
601;Cubo cargador de carga rápida de 25 W con una toma única tipo C - PAVAREAL;HOGAR;3,30;"Cubo cargador de carga rápida de 25 W con una toma única tipo C. Optimiza tu tiempo y mantén tus dispositivos siempre listos con este cubo cargador de carga rápida de 25 W, diseñado con una práctica toma única tipo C que garantiza una conexión eficiente y segura. Su potencia permite cargar smartphones, tablets y otros dispositivos compatibles en menos tiempo, mientras su diseño compacto lo convierte en el aliado perfecto para el hogar, la oficina o tus viajes. Ⓘ Imágenes referenciales. Medidas del producto (Alt+Anch+Prof): 15 x 8,5 x 3,5 cm PAVAREAL
Especificaciones: Tipo de embalaje: Caja; Superficies de aplicacion: Dispositivos electrónicos; Lugar de uso: Interior; Tipo de Alimentacion: Eléctrica; Diseño / Estilo: De pared; Pais de Origen: China; Tipo De Conector: USB C; Voltaje: 240 V; Amperaje: 2.08 - 3 A; Numero de piezas: 1";Disponible en línea;SI;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/cubo-cargador-de-carga-rapida-de-25-w-con-una-toma-unica-tipo-c-pavareal/p;87790;87307;6976077836009;PAVAREAL;HOGAR;CARGADORES PARA MOBILES;Cargador;Sí;3.3;API pública Kywi;2026-07-12;cubo cargador de carga rapida de 25 w con una toma unica tipo c pavareal pavareal hogar hogar cargadores para mobiles cargador cubo cargador de carga rapida de 25 w con una toma unica tipo c optimiza tu tiempo y manten tus dispositivos siempre listos con este cubo cargador de carga rapida de 25 w disenado con una practica toma unica tipo c que garantiza una conexion eficiente y segura su potencia permite cargar smartphones tablets y otros dispositivos compatibles en menos tiempo mientras su diseno compacto lo convierte en el aliado perfecto para el hogar la oficina o tus viajes imagenes referenciales medidas del producto alt anch prof 15 x 8 5 x 3 5 cm pavareal especificaciones tipo de embalaje caja superficies de aplicacion dispositivos electronicos lugar de uso interior tipo de alimentacion electrica diseno estilo de pared pais de origen china tipo de conector usb c voltaje 240 v amperaje 2 08 3 a numero de piezas 1 domestico comercial oficina plastico componentes electronicos blanco;Completo
602;Cubo cargador de carga rápida de 33 W con una toma única USB-C - PAVAREAL;HOGAR;10,93;"Cubo cargador de carga rápida de 33 W con una toma única USB-C. Diseñado para ofrecer una eficiencia superior en un formato compacto y transportable. Gracias a su toma única USB-C, este adaptador garantiza una entrega de energía estable y segura, optimizando los tiempos de espera y siendo el aliado perfecto para smartphones, tablets y otros dispositivos de última generación que exigen alto rendimiento. Ⓘ Imágenes referenciales. Medidas del producto (Alt+Anch+Prof): 18,7 x 9,8 x 3,5 cm PAVAREAL
Especificaciones: Tipo de embalaje: Caja; Superficies de aplicacion: Dispositivos electrónicos; Lugar de uso: Interior; Tipo de Alimentacion: Eléctrica; Normas de calidad: CE; Diseño / Estilo: De pared; Pais de Origen: China; Tipo De Conector: USB C; Voltaje: 5 V; Amperaje: 3 Amp; Numero de piezas: 1";Disponible en línea;SI;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/cubo-cargador-de-carga-rapida-de-33-w-con-una-toma-unica-usb-c-pavareal/p;87804;87321;6976077835217;PAVAREAL;HOGAR;CARGADORES PARA MOBILES;Cargador;Sí;10.93;API pública Kywi;2026-07-12;cubo cargador de carga rapida de 33 w con una toma unica usb c pavareal pavareal hogar hogar cargadores para mobiles cargador cubo cargador de carga rapida de 33 w con una toma unica usb c disenado para ofrecer una eficiencia superior en un formato compacto y transportable gracias a su toma unica usb c este adaptador garantiza una entrega de energia estable y segura optimizando los tiempos de espera y siendo el aliado perfecto para smartphones tablets y otros dispositivos de ultima generacion que exigen alto rendimiento imagenes referenciales medidas del producto alt anch prof 18 7 x 9 8 x 3 5 cm pavareal especificaciones tipo de embalaje caja superficies de aplicacion dispositivos electronicos lugar de uso interior tipo de alimentacion electrica normas de calidad ce diseno estilo de pared pais de origen china tipo de conector usb c voltaje 5 v amperaje 3 amp numero de piezas 1 domestico comercial oficina plastico componentes electronicos blanco;Completo
603;"Desengrasante líquido ""TORNADO"" de 3785 ml para limpieza multisuperficie - OZZ";HOGAR;10,43;"Desengrasante líquido ""TORNADO"" de 3785 ml para limpieza multisuperficie Ideal para una amplia variedad de usos, desde talleres, autolavados y baños hasta cocinas, oficinas y pisos. Su fórmula es rápida y eficiente, eliminando grasa y suciedad de manera efectiva. Solo necesitas mezclar con agua según las cantidades indicadas en la etiqueta para obtener los mejores resultados. Medidas del producto (Alt+Anch+Prof): 30,5 x 17,5 x 10 cm OZZ
Especificaciones: Tipo de embalaje: Envase plástico; Superficies de aplicacion: Multisuperficie; Lugar de uso: Interior - Exterior; Biodegradable: Si; Pais de Origen: Ecuador; Atomizador: No; Volumen / Contenido: 3785 lt; Cuenta Con Tapa: Si; Numero de piezas: 1";Disponible en línea;Si;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/desengrazante-tornado-ozz-gl-458633/p;49845;49399;7861051500948;OZZ;HOGAR;QUIMICOS DE LIMPIEZA;Quimicos De Limpieza;Sí;10.43;API pública Kywi;2026-07-12;desengrasante liquido tornado de 3785 ml para limpieza multisuperficie ozz ozz hogar hogar quimicos de limpieza quimicos de limpieza desengrasante liquido tornado de 3785 ml para limpieza multisuperficie ideal para una amplia variedad de usos desde talleres autolavados y banos hasta cocinas oficinas y pisos su formula es rapida y eficiente eliminando grasa y suciedad de manera efectiva solo necesitas mezclar con agua segun las cantidades indicadas en la etiqueta para obtener los mejores resultados medidas del producto alt anch prof 30 5 x 17 5 x 10 cm ozz especificaciones tipo de embalaje envase plastico superficies de aplicacion multisuperficie lugar de uso interior exterior biodegradable si pais de origen ecuador atomizador no volumen contenido 3785 lt cuenta con tapa si numero de piezas 1 profesional domestico desengrasante agua detergente;Completo
604;Desengrasante Multiuso Concentrado DS-30 para grasa y suciedad difícil en múltiples superficies 1 gl - KRIK;HOGAR;10,70;"Desengrasante Multiuso Concentrado DS-30 para grasa y suciedad difícil en múltiples superficies 1 gl. Poder desengrasante ultra concentrado: elimina grasa, aceite y suciedad difícil de forma rápida y efectiva. Alto rendimiento: su fórmula concentrada permite diluir hasta 1:6, logrando mayor rendimiento y ahorro en cada uso. Limpieza multiuso: ideal para limpiar metales, plásticos, vidrio, aluminio, cauchos, tapicería, muebles e interiores de vehículos. Remueve grasa pesada: actúa eficazmente contra aceites minerales, grasa acumulada y suciedad adherida. Uso versátil: perfecto para hogar, garajes, talleres, vehículos y superficies de alto uso. Medidas del producto (Alt+Anch+Prof): 25,5 x 12,8 x 18,5 cm KRIK
Especificaciones: Tipo de embalaje: Envase plástico; Referencia del Producto: P0456; Superficies de aplicacion: Multisuperficie - Metal - Plástico - Tela - Cristal - Moquetas; Lugar de uso: Interior - Exterior; Biodegradable: SI; Diseño / Estilo: DS-30; Pais de Origen: Ecuador; Volumen / Contenido: 1 gl; Cuenta Con Tapa: Si; Numero de piezas: 1";Disponible en línea;SI;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/desengrasante-multiuso-concentrado-ds-32-elimina-grasa-y-suciedad-dificil-en-multiples-superficies-con-alto-poder-de-limpieza-krik/p;496;515;7861004404569;KRIK;HOGAR;QUIMICOS DE LIMPIEZA;Quimicos De Limpieza;Sí;10.7;API pública Kywi;2026-07-12;desengrasante multiuso concentrado ds 30 para grasa y suciedad dificil en multiples superficies 1 gl krik krik hogar hogar quimicos de limpieza quimicos de limpieza desengrasante multiuso concentrado ds 30 para grasa y suciedad dificil en multiples superficies 1 gl poder desengrasante ultra concentrado elimina grasa aceite y suciedad dificil de forma rapida y efectiva alto rendimiento su formula concentrada permite diluir hasta 1 6 logrando mayor rendimiento y ahorro en cada uso limpieza multiuso ideal para limpiar metales plasticos vidrio aluminio cauchos tapiceria muebles e interiores de vehiculos remueve grasa pesada actua eficazmente contra aceites minerales grasa acumulada y suciedad adherida uso versatil perfecto para hogar garajes talleres vehiculos y superficies de alto uso medidas del producto alt anch prof 25 5 x 12 8 x 18 5 cm krik especificaciones tipo de embalaje envase plastico referencia del producto p0456 superficies de aplicacion multisuperficie metal plastico tela cristal moquetas lugar de uso interior exterior biodegradable si diseno estilo ds 30 pais de origen ecuador volumen contenido 1 gl cuenta con tapa si numero de piezas 1 domestico industrial institucional agentes detergentes transparente;Completo
605;"Deshumidificador capacidad de extracción 4.2 lts; modo automático, elimina polvo y humedad. - K PRO";HOGAR;156,00;"Deshumidificador capacidad de extracción 4.2 lts; modo automático, elimina polvo y humedad. Deshumidificador compacto y eficiente con capacidad de extracción de hasta 4,2 litros diarios, ideal para controlar la humedad en hogares u oficinas de 20 a 25 m², creando un ambiente más saludable y confortable. Incorpora monitor de humedad, modo automático y temporizador de 24 horas para un funcionamiento inteligente, además de bajo consumo energético y ventilador silencioso de dos velocidades. Su sistema avanzado elimina humedad y polvo, cuenta con función de secado de ropa, purificación de aire con ionizador, filtros de nylon y carbón activo, descongelación automática a baja temperatura y control electrónico con apagado y reinicio automático, garantizando comodidad, eficiencia y aire más limpio en todo momento. Ⓘ Imágenes referenciales. Medidas del producto (Alt+Anch+Prof): 45 x 22 x 25,5 cm K PRO
Especificaciones: Tipo de embalaje: Caja; Resistencia UV: SI indirecta; Superficies de aplicacion: Multisuperficie - Superficies planas; Lugar de uso: Interior exclusivamente; Tipo de Alimentacion: Eléctrica; Luz De Encendido: Si; Diseño / Estilo: Automático; Nivel De Ruido: Bajo; Pais de Origen: China; Panel / Display: Si; Area De Cobertura: 20 a 25 m²; Volumen / Contenido: 4.2 lts; Aspira Liquidos: No; Capacidad: 4.2 lts; Consumo Energetico: A; Numero de piezas: 1; Apagado Automatico: Si; Cantidad De Servicios: 2";Disponible en línea;SI;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/deshumidificador-9-pintas-p20-a-25m2-858726/p;49849;49403;197639017872;K PRO;HOGAR;DESHUMIFICADORES Y HUMIFICADORES;Deshumificadores Y Humificadores;Sí;156.0;API pública Kywi;2026-07-12;deshumidificador capacidad de extraccion 4 2 lts modo automatico elimina polvo y humedad k pro k pro hogar hogar deshumificadores y humificadores deshumificadores y humificadores deshumidificador capacidad de extraccion 4 2 lts modo automatico elimina polvo y humedad deshumidificador compacto y eficiente con capacidad de extraccion de hasta 4 2 litros diarios ideal para controlar la humedad en hogares u oficinas de 20 a 25 m creando un ambiente mas saludable y confortable incorpora monitor de humedad modo automatico y temporizador de 24 horas para un funcionamiento inteligente ademas de bajo consumo energetico y ventilador silencioso de dos velocidades su sistema avanzado elimina humedad y polvo cuenta con funcion de secado de ropa purificacion de aire con ionizador filtros de nylon y carbon activo descongelacion automatica a baja temperatura y control electronico con apagado y reinicio automatico garantizando comodidad eficiencia y aire mas limpio en todo momento imagenes referenciales medidas del producto alt anch prof 45 x 22 x 25 5 cm k pro especificaciones tipo de embalaje caja resistencia uv si indirecta superficies de aplicacion multisuperficie superficies planas lugar de uso interior exclusivamente tipo de alimentacion electrica luz de encendido si diseno estilo automatico nivel de ruido bajo pais de origen china panel display si area de cobertura 20 a 25 m volumen contenido 4 2 lts aspira liquidos no capacidad 4 2 lts consumo energetico a numero de piezas 1 apagado automatico si cantidad de servicios 2 domestico oficina comercial metal plastico materiales electronicos blanco;Completo
606;Deshumidificador de 15 pintas de capacidad con WiFi para espacios de 20 a 30m2. - K PRO;HOGAR;197,09;"Deshumidificador de 15 pintas de capacidad con WiFi para espacios de 20 a 30m2. Perfecto para eliminar la humedad excesiva del aire. La reducción resultante de la humedad relativa protege a los edificios y sus contenidos de los efectos adversos de la humedad excesiva. El refrigerante utilizado es el R134a, respetuoso con el medio ambiente. El 134a no tiene efectos nocivos sobre la capa de ozono (ODP). Este deshumidificador también sirve como purificador de aire, lo que evita además que los ácaros y alérgenos entren en las vías respiratorias. El amplio rango de temperatura del dispositivo (5 °C -35 °C ) permite un funcionamiento eficaz durante todo el año. Medidas del producto (Alt+Anch+Prof): 49,5 x 30,5 x 23,5 cm K PRO
Especificaciones: Tipo de embalaje: Caja; Control De Temperatura: Si; Luz De Encendido: Si; Nivel De Ruido: Bajo; Panel / Display: Si; Temporizador: Si; Area De Cobertura: 20 - 30 m2; Capacidad: 15 pintas";Disponible en línea;Consultar ficha y política general;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/deshumidificador-de-15-pintas-de-capacidad-con-wifi-para-espacios-de-20-a-30m2/p;29908;29424;197639017889;K PRO;HOGAR;DESHUMIFICADORES Y HUMIFICADORES;Deshumificadores Y Humificadores;Sí;197.09;API pública Kywi;2026-07-12;deshumidificador de 15 pintas de capacidad con wifi para espacios de 20 a 30m2 k pro k pro hogar hogar deshumificadores y humificadores deshumificadores y humificadores deshumidificador de 15 pintas de capacidad con wifi para espacios de 20 a 30m2 perfecto para eliminar la humedad excesiva del aire la reduccion resultante de la humedad relativa protege a los edificios y sus contenidos de los efectos adversos de la humedad excesiva el refrigerante utilizado es el r134a respetuoso con el medio ambiente el 134a no tiene efectos nocivos sobre la capa de ozono odp este deshumidificador tambien sirve como purificador de aire lo que evita ademas que los acaros y alergenos entren en las vias respiratorias el amplio rango de temperatura del dispositivo 5 c 35 c permite un funcionamiento eficaz durante todo el ano medidas del producto alt anch prof 49 5 x 30 5 x 23 5 cm k pro especificaciones tipo de embalaje caja control de temperatura si luz de encendido si nivel de ruido bajo panel display si temporizador si area de cobertura 20 30 m2 capacidad 15 pintas blanco;Completo
607;"Desinfectante de superficies con aroma a LINO FRESCO que elimina el 99.9% de virus, bacterias y COVID-19; 360 ml - LYSOL";HOGAR;7,87;"Desinfectante de superficies celeste con aroma a LINO FRESCO que elimina el 99.9% de virus y bacterias; incluyendo en virus del COVID-19, en todo tipo de superficies del hogar, oficina, negocio, etc. 360 ml LYSOL";Disponible en línea;Si;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/desinfectante-de-superficies-con-aroma-a-lino-fresco-que-elimina-el-99-9-de-virus-bacterias-y-covid-19-360-ml/p;218;230;7891035001055;LYSOL;HOGAR;QUIMICOS DE LIMPIEZA;Quimicos De Limpieza;Sí;7.87;API pública Kywi;2026-07-12;desinfectante de superficies con aroma a lino fresco que elimina el 99 9 de virus bacterias y covid 19 360 ml lysol lysol hogar hogar quimicos de limpieza quimicos de limpieza desinfectante de superficies celeste con aroma a lino fresco que elimina el 99 9 de virus y bacterias incluyendo en virus del covid 19 en todo tipo de superficies del hogar oficina negocio etc 360 ml lysol;Completo
608;"Desinfectante líquido ""Esencias"" con aroma a champagne y frutos rojos, en presentación de 900 ml - OLIMPIA";HOGAR;2,45;"Desinfectante líquido ""Esencias"" con aroma a champagne y frutos rojos, en presentación de 900 ml. Combina el lujo del champagne con el toque vibrante de los frutos rojos en una práctica presentación de 900 ml. Elaborado con finas fragancias que garantizan hasta 24 horas de perfume continuo, este producto no solo elimina gérmenes, sino que envuelve tus espacios en un aroma sofisticado y persistente. Su fórmula no tóxica y totalmente segura para el hogar lo convierte en el aliado ideal para mantener la limpieza y el bienestar de tu familia sin comprometer la elegancia del ambiente. Ⓘ Imágenes referenciales. Medidas del producto (Alt+Anch+Prof): 27 x 8,5 x 6,5 cm OLIMPIA
Especificaciones: Tipo de embalaje: Botella plástica; Referencia del Producto: 110001934; Superficies de aplicacion: Multisuperficie; Lugar de uso: Interior; Normas de calidad: NSOH45284 - 23EC; Antibacterial: SI; Diseño / Estilo: Esencias; Pais de Origen: Ecuador; Aroma: Champagne y frutos rojos; Volumen / Contenido: 900 ml; Numero de piezas: 1";Disponible en línea;SI;Cambios y devoluciones dentro de los primeros 30 días calendario en el punto de venta. El producto y empaque deben estar sin señales de uso. Requiere factura;https://www.kywi.com.ec/desinfectante-liquido-esencias-con-aroma-a-champagne-y-frutos-rojos-en-presentacion-de-900-ml-olimpia/p;87907;87424;7861048617116;OLIMPIA;HOGAR;DESINFECTANTES;Desinfectantes;Sí;2.45;API pública Kywi;2026-07-12;desinfectante liquido esencias con aroma a champagne y frutos rojos en presentacion de 900 ml olimpia olimpia hogar hogar desinfectantes desinfectantes desinfectante liquido esencias con aroma a champagne y frutos rojos en presentacion de 900 ml combina el lujo del champagne con el toque vibrante de los frutos rojos en una practica presentacion de 900 ml elaborado con finas fragancias que garantizan hasta 24 horas de perfume continuo este producto no solo elimina germenes sino que envuelve tus espacios en un aroma sofisticado y persistente su formula no toxica y totalmente segura para el hogar lo convierte en el aliado ideal para mantener la limpieza y el bienestar de tu familia sin comprometer la elegancia del ambiente imagenes referenciales medidas del producto alt anch prof 27 x 8 5 x 6 5 cm olimpia especificaciones tipo de embalaje botella plastica referencia del producto 110001934 superficies de aplicacion multisuperficie lugar de uso interior normas de calidad nsoh45284 23ec antibacterial si diseno estilo esencias pais de origen ecuador aroma champagne y frutos rojos volumen contenido 900 ml numero de piezas 1 domestico quimicos de limpieza rojo;Completo
